,chamber,state,name,platform,handle_1,handle_2,term,complete_term,start_date_term,end_date_term,vacancy_term,party,comment
350,H,New Jersey,Tom Malinowski,twitter,Malinowski,RepMalinowski,117,1,1/3/2021,1/3/2023,0,D,NA
351,H,New Jersey,Albio Sires,twitter,RepSires,AlbioSiresNJ,117,1,1/3/2021,1/3/2023,0,D,NA
352,H,New Jersey,Bill Pascrell,twitter,BillPascrell,PascrellforNJ,117,1,1/3/2021,1/3/2023,0,D,NA
353,H,New Jersey,Donald Payne Jr,twitter,RepDonaldPayne,DonaldPayneJr,117,1,1/3/2021,1/3/2023,0,D,NA
354,H,New Jersey,Mikie Sherrill,twitter,RepSherrill,MikieSherrill,117,1,1/3/2021,1/3/2023,0,D,NA
355,H,New Jersey,Bonnie Watson Coleman,twitter,RepBonnie,Bonnie4Congress,117,1,1/3/2021,1/3/2023,0,D,NA
356,H,New Mexico,Deb Haaland,twitter,DebHaalandNM,RepDebHaaland,117,0,1/3/2021,3/16/2021,1,D,https://edition.cnn.com/2021/03/15/politics/deb-haaland-senate-confirmation-vote/index.html
357,H,New Mexico,Yvette Herrell,twitter,RepHerrell,Yvette4congress,117,1,1/3/2021,1/3/2023,0,R,NA
358,H,New Mexico,Teresa Leger Fernandez,twitter,TeresaForNM,RepTeresaLF,117,1,1/3/2021,1/3/2023,0,D,NA
359,H,New York,Lee Zeldin,twitter,RepLeeZeldin,leezeldin,117,1,1/3/2021,1/3/2023,0,R,NA
360,H,New York,Andrew Garbarino,twitter,RepGarbarino,GarbarinoforNY,117,1,1/3/2021,1/3/2023,0,R,NA
361,H,New York,Thomas Suozzi,twitter,RepTomSuozzi,Tom_Suozzi,117,1,1/3/2021,1/3/2023,0,D,NA
362,H,New York,Kathleen Rice,twitter,RepKathleenRice,KathleenRice,117,1,1/3/2021,1/3/2023,0,D,NA
363,H,New York,Gregory Meeks,twitter,RepGregoryMeeks,GregMeeksNYC,117,1,1/3/2021,1/3/2023,0,D,NA
364,H,New York,Grace Meng,twitter,RepGraceMeng,Grace4NY,117,1,1/3/2021,1/3/2023,0,D,NA
365,H,New York,Nydia Velazquez,twitter,NydiaVelazquez,ReElectNydia,117,1,1/3/2021,1/3/2023,0,D,NA
366,H,New York,Hakeem Jeffries,twitter,RepJeffries,teamJeffries,117,1,1/3/2021,1/3/2023,0,D,NA
367,H,New York,Yvette Clarke,twitter,RepYvetteClarke,VoteYvette,117,1,1/3/2021,1/3/2023,0,D,NA
368,H,New York,Jerry Nadler,twitter,RepJerryNadler,JerryNadler,117,1,1/3/2021,1/3/2023,0,D,NA
369,H,New York,Nicole Malliotakis,twitter,NMalliotakis,RepMalliotakis,117,1,1/3/2021,1/3/2023,0,R,NA
370,H,New York,Carolyn Maloney,twitter,RepMaloney,CarolynBMaloney,117,1,1/3/2021,1/3/2023,0,D,NA
371,H,New York,Adriano Espaillat,twitter,RepEspaillat,EspaillatNY,117,1,1/3/2021,1/3/2023,0,D,NA
372,H,New York,Alexandria OcasioCortez,twitter,AOC,RepAOC,117,1,1/3/2021,1/3/2023,0,D,NA
373,H,New York,Ritchie Torres,twitter,RitchieTorres,RepRitchie,117,1,1/3/2021,1/3/2023,0,D,NA
374,H,New York,Jamaal Bowman,twitter,JamaalBowmanNY,RepBowman,117,1,1/3/2021,1/3/2023,0,D,NA
375,H,New York,Mondaire Jones,twitter,MondaireJones,RepMondaire,117,1,1/3/2021,1/3/2023,0,D,NA
376,H,New York,Sean Patrick Maloney,twitter,RepSeanMaloney,spmaloney,117,1,1/3/2021,1/3/2023,0,D,NA
377,H,New York,Antonio Delgado,twitter,DelgadoforNY19,repdelgado,117,1,1/3/2021,1/3/2023,0,D,NA
378,H,New York,Paul Tonko,twitter,RepPaulTonko,PaulTonko,117,1,1/3/2021,1/3/2023,0,D,NA
379,H,New York,Elise Stefanik,twitter,EliseStefanik,RepStefanik,117,1,1/3/2021,1/3/2023,0,R,NA
380,H,New York,Claudia Tenney,twitter,claudiatenney,RepTenney,117,0,2/11/2021,1/3/2023,0,R,https://www.uticaod.com/story/news/local/2021/02/11/ny-22-claudia-tenney-sworn-in-talks-legislative-priorities/6719789002/
381,H,New York,Tom Reed,twitter,TomReedCongress,NA,117,1,1/3/2021,1/3/2023,0,R,NA
382,H,New York,John Katko,twitter,RepJohnKatko,NA,117,1,1/3/2021,1/3/2023,0,R,NA
383,H,New York,Joseph Morelle,twitter,RepJoeMorelle,votemorelle,117,1,1/3/2021,1/3/2023,0,D,NA
384,H,New York,Brian Higgins,twitter,RepBrianHiggins,Higgins4WNY,117,1,1/3/2021,1/3/2023,0,D,NA
385,H,New York,Chris Jacobs,twitter,JacobsNY27,RepJacobs,117,1,1/3/2021,1/3/2023,0,R,NA
386,H,North Carolina,G K Butterfield,twitter,GKButterfield,NA,117,1,1/3/2021,1/3/2023,0,D,NA
387,H,North Carolina,Deborah K Ross,twitter,DeborahRossNC,RepDeborahRoss,117,1,1/3/2021,1/3/2023,0,D,NA
388,H,North Carolina,Greg Murphy,twitter,RepGregMurphy,GregMurphyMD,117,1,1/3/2021,1/3/2023,0,R,NA
389,H,North Carolina,David Price,twitter,RepDavidEPrice,DPrice4Congress,117,1,1/3/2021,1/3/2023,0,D,NA
390,H,North Carolina,Virginia Foxx,twitter,virginiafoxx,foxxforcongress,117,1,1/3/2021,1/3/2023,0,R,NA
391,H,North Carolina,Kathy Manning,twitter,KathyManningNC,RepKManning,117,1,1/3/2021,1/3/2023,0,D,NA
392,H,North Carolina,David Rouzer,twitter,RepDavidRouzer,DavidRouzer,117,1,1/3/2021,1/3/2023,0,R,NA
393,H,North Carolina,Richard Hudson,twitter,RepRichHudson,RichHudson,117,1,1/3/2021,1/3/2023,0,R,NA
394,H,North Carolina,Dan Bishop,twitter,jdanbishop,RepDanBishop,117,1,1/3/2021,1/3/2023,0,R,NA
395,H,North Carolina,Patrick McHenry,twitter,PatrickMcHenry,McHenryCampaign,117,1,1/3/2021,1/3/2023,0,R,NA
396,H,North Carolina,Madison Cawthorn,twitter,CawthornforNC,RepCawthorn,117,1,1/3/2021,1/3/2023,0,R,NA
397,H,North Carolina,Alma Adams,twitter,RepAdams,AlmaforCongress,117,1,1/3/2021,1/3/2023,0,D,NA
398,H,North Carolina,Ted Budd,twitter,RepTedBudd,BuddForCongress,117,1,1/3/2021,1/3/2023,0,R,NA
399,H,North Dakota,Kelly Armstrong,twitter,RepArmstrongND,NA,117,1,1/3/2021,1/3/2023,0,R,NA
400,H,Ohio,Steve Chabot,twitter,RepSteveChabot,SteveChabot,117,1,1/3/2021,1/3/2023,0,R,NA
401,H,Ohio,Brad Wenstrup,twitter,RepBradWenstrup,bradwenstrup,117,1,1/3/2021,1/3/2023,0,R,NA
402,H,Ohio,Joyce Beatty,twitter,RepBeatty,JoyceBeatty,117,1,1/3/2021,1/3/2023,0,D,NA
403,H,Ohio,Jim Jordan,twitter,Jim_Jordan,NA,117,1,1/3/2021,1/3/2023,0,R,NA
404,H,Ohio,Bob Latta,twitter,boblatta,latta4congress,117,1,1/3/2021,1/3/2023,0,R,NA
405,H,Ohio,Bill Johnson,twitter,latta4congress,JohnsonLeads,117,1,1/3/2021,1/3/2023,0,R,NA
406,H,Ohio,Bob Gibbs,twitter,RepBobGibbs,Bob_Gibbs,117,1,1/3/2021,1/3/2023,0,R,NA
407,H,Ohio,Warren Davidson,twitter,WarrenDavidson,Vote_Davidson,117,1,1/3/2021,1/3/2023,0,R,NA
408,H,Ohio,Marcy Kaptur,twitter,RepMarcyKaptur,Marcy_Kaptur,117,1,1/3/2021,1/3/2023,0,D,NA
409,H,Ohio,Mike Turner,twitter,RepMikeTurner,MikeTurnerOH,117,1,1/3/2021,1/3/2023,0,R,NA
410,H,Ohio,Marcia Fudge,twitter,RepMarciaFudge,mlfudge,117,0,1/3/2021,3/10/2021,1,D,https://thehill.com/homenews/house/542621-fudge-resigns-to-go-to-hud-after-voting-for-covid-19-relief
411,H,Ohio,Troy Balderson,twitter,Troy_Balderson,RepBalderson,117,1,1/3/2021,1/3/2023,0,R,NA
412,H,Ohio,Tim Ryan,twitter,RepTimRyan,TimRyan,117,1,1/3/2021,1/3/2023,0,D,NA
413,H,Ohio,David Joyce,twitter,RepDaveJoyce,DaveJoyceOH14,117,1,1/3/2021,1/3/2023,0,R,NA
414,H,Ohio,Steve Stivers,twitter,RepSteveStivers,stevestivers,117,0,1/3/2021,5/16/2021,1,R,https://thehill.com/homenews/house/548964-rep-steve-stivers-plans-to-retire
415,H,Ohio,Anthony Gonzalez,twitter,RepAGonzalez,NA,117,1,1/3/2021,1/3/2023,0,R,NA
416,H,Oklahoma,Kevin Hern,twitter,repkevinhern,krhern,117,1,1/3/2021,1/3/2023,0,R,NA
417,H,Oklahoma,Markwayne Mullin,twitter,RepMullin,MarkwayneMullin,117,1,1/3/2021,1/3/2023,0,R,NA
418,H,Oklahoma,Frank Lucas,twitter,RepFrankLucas,FrankDLucas,117,1,1/3/2021,1/3/2023,0,R,NA
419,H,Oklahoma,Tom Cole,twitter,TomColeOK04,NA,117,1,1/3/2021,1/3/2023,0,R,NA
420,H,Oklahoma,Stephanie Bice,twitter,stephaniebice,RepBice,117,1,1/3/2021,1/3/2023,0,R,NA
421,H,Oregon,Suzanne Bonamici,twitter,RepBonamici,NA,117,1,1/3/2021,1/3/2023,0,D,NA
422,H,Oregon,Cliff Bentz,twitter,RepBentz,CliffBentz,117,1,1/3/2021,1/3/2023,0,R,NA
423,H,Oregon,Earl Blumenauer,twitter,repblumenauer,NA,117,1,1/3/2021,1/3/2023,0,D,NA
424,H,Oregon,Peter DeFazio,twitter,RepPeterDeFazio,DeFazio4Oregon,117,1,1/3/2021,1/3/2023,0,D,NA
425,H,Oregon,Kurt Schrader,twitter,RepSchrader,VoteSchrader,117,1,1/3/2021,1/3/2023,0,D,NA
426,H,Pennsylvania,Brian Fitzpatrick,twitter,RepBrianFitz,BrianFitzUSA,117,1,1/3/2021,1/3/2023,0,R,NA
427,H,Pennsylvania,Brendan Boyle,twitter,RepBrendanBoyle,CongBoyle,117,1,1/3/2021,1/3/2023,0,D,NA
428,H,Pennsylvania,Dwight Evans,twitter,RepDwightEvans,DwightEvansPA,117,1,1/3/2021,1/3/2023,0,D,NA
429,H,Pennsylvania,Madeleine Dean,twitter,RepDean,MadeleineDean,117,1,1/3/2021,1/3/2023,0,D,NA
430,H,Pennsylvania,Mary Gay Scanlon,twitter,RepMGS,marygayscanlon,117,1,1/3/2021,1/3/2023,0,D,NA
431,H,Pennsylvania,Chrissy Houlahan,twitter,RepHoulahan,HoulahanForPa,117,1,1/3/2021,1/3/2023,0,D,NA
432,H,Pennsylvania,Susan Wild,twitter,RepSusanWild,wildforcongress,117,1,1/3/2021,1/3/2023,0,D,NA
433,H,Pennsylvania,Matt Cartwright,twitter,RepCartwright,CartwrightPA,117,1,1/3/2021,1/3/2023,0,D,NA
434,H,Pennsylvania,Dan Meuser,twitter,RepMeuser,Meuser4Congress,117,1,1/3/2021,1/3/2023,0,R,NA
435,H,Pennsylvania,Scott Perry,twitter,RepScottPerry,Perry4Congress,117,1,1/3/2021,1/3/2023,0,R,NA
436,H,Pennsylvania,Lloyd Smucker,twitter,RepSmucker,LloydSmuckerPA,117,1,1/3/2021,1/3/2023,0,R,NA
437,H,Pennsylvania,Fred Keller,twitter,RepFredKeller,VoteFredKeller,117,1,1/3/2021,1/3/2023,0,R,NA
438,H,Pennsylvania,John Joyce,twitter,RepJohnJoyce,JohnJoyceForPA,117,1,1/3/2021,1/3/2023,0,R,NA
439,H,Pennsylvania,Guy Reschenthaler,twitter,GReschenthaler,reschenthaler,117,1,1/3/2021,1/3/2023,0,R,NA
440,H,Pennsylvania,Glenn Thompson,twitter,CongressmanGT,GT_TeamGT,117,1,1/3/2021,1/3/2023,0,R,NA
441,H,Pennsylvania,Mike Kelly,twitter,MikeKellyPA,MikeKellyforPA,117,1,1/3/2021,1/3/2023,0,R,NA
442,H,Pennsylvania,Conor Lamb,twitter,ConorLambPA,RepConorLamb,117,1,1/3/2021,1/3/2023,0,D,NA
443,H,Pennsylvania,Mike Doyle,twitter,USRepMikeDoyle,rep_doyle,117,1,1/3/2021,1/3/2023,0,D,NA
444,H,Rhode Island,David Cicilline,twitter,davidcicilline,RepCicilline,117,1,1/3/2021,1/3/2023,0,D,NA
445,H,Rhode Island,James Langevin,twitter,JimLangevin,LangevinForRI,117,1,1/3/2021,1/3/2023,0,D,NA
446,H,South Carolina,Nancy Mace,twitter,NancyMace,RepNancyMace,117,1,1/3/2021,1/3/2023,0,R,NA
447,H,South Carolina,Joe Wilson,twitter,JoeCunninghamSC,TeamJoeWilson,117,1,1/3/2021,1/3/2023,0,R,NA
448,H,South Carolina,Jeff Duncan,twitter,RepJeffDuncan,Duncan4Congress,117,1,1/3/2021,1/3/2023,0,R,NA
449,H,South Carolina,William Timmons,twitter,RepTimmons,VoteTimmons,117,1,1/3/2021,1/3/2023,0,R,NA
450,H,South Carolina,Ralph Norman,twitter,RepRalphNorman,RalphNorman,117,1,1/3/2021,1/3/2023,0,R,NA
451,H,South Carolina,Jim Clyburn,twitter,WhipClyburn,ClyburnSC06,117,1,1/3/2021,1/3/2023,0,D,NA
452,H,South Carolina,Tom Rice,twitter,RepTomRice,TomRiceSC7,117,1,1/3/2021,1/3/2023,0,R,NA
453,H,South Dakota,Dusty Johnson,twitter,RepDustyJohnson,DustyJohnson,117,1,1/3/2021,1/3/2023,0,R,NA
454,H,Tennessee,Diana Harshbarger,twitter,DHarshbargerTN1,RepHarshbarger,117,1,1/3/2021,1/3/2023,0,R,NA
455,H,Tennessee,Tim Burchett,twitter,timburchett,RepTimBurchett,117,1,1/3/2021,1/3/2023,0,R,NA
456,H,Tennessee,Chuck Fleischmann,twitter,RepChuck,chuck4congress,117,1,1/3/2021,1/3/2023,0,R,NA
457,H,Tennessee,Scott DesJarlais,twitter,DesJarlaisTN04,tndesjarlais,117,1,1/3/2021,1/3/2023,0,R,NA
458,H,Tennessee,Jim Cooper,twitter,repjimcooper,CoopForCongress,117,1,1/3/2021,1/3/2023,0,D,NA
459,H,Tennessee,John Rose,twitter,RepJohnRose,JohnRoseforTN,117,1,1/3/2021,1/3/2023,0,R,NA
460,H,Tennessee,Mark E Green,twitter,RepMarkGreen,DrMarkGreen4TN,117,1,1/3/2021,1/3/2023,0,R,NA
461,H,Tennessee,David Kustoff,twitter,RepDavidKustoff,DavidKustoff,117,1,1/3/2021,1/3/2023,0,R,NA
462,H,Tennessee,Steve Cohen,twitter,RepCohen,ReElectCohen,117,1,1/3/2021,1/3/2023,0,D,NA
463,H,Texas,Louie Gohmert,twitter,replouiegohmert,LouieGohmertTX1,117,1,1/3/2021,1/3/2023,0,R,NA
464,H,Texas,Dan Crenshaw,twitter,DanCrenshawTX,RepDanCrenshaw,117,1,1/3/2021,1/3/2023,0,R,NA
465,H,Texas,Van Taylor,twitter,VanTaylorTX,RepVanTaylor,117,1,1/3/2021,1/3/2023,0,R,NA
466,H,Texas,Pat Fallon,twitter,FallonForTexas,RepPatFallon,117,1,1/3/2021,1/3/2023,0,R,NA
467,H,Texas,Lance Gooden,twitter,Lancegooden,NA,117,1,1/3/2021,1/3/2023,0,R,NA
468,H,Texas,Ron Wright,twitter,RepRonWright,NA,117,0,1/3/2021,2/7/2021,1,R,https://dfw.cbslocal.com/2021/02/08/texas-representative-ron-wright-dies-from-covid-19/
469,H,Texas,Lizzie Fletcher,twitter,RepFletcher,Lizzie4Congress,117,1,1/3/2021,1/3/2023,0,D,NA
470,H,Texas,Kevin Brady,twitter,RepKevinBrady,bradyfortexas,117,1,1/3/2021,1/3/2023,0,R,NA
471,H,Texas,Al Green,twitter,RepAlGreen,RepAlGreenTX,117,1,1/3/2021,1/3/2023,0,D,NA
472,H,Texas,Michael McCaul,twitter,RepMcCaul,McCaulforTexas,117,1,1/3/2021,1/3/2023,0,R,NA
473,H,Texas,August Pfluger,twitter,RepPfluger,AugustPfluger,117,1,1/3/2021,1/3/2023,0,R,NA
474,H,Texas,Kay Granger,twitter,RepKayGranger,GrangerCampaign,117,1,1/3/2021,1/3/2023,0,R,NA
475,H,Texas,Ronny Jackson,twitter,RonnyJacksonTX,RepRonnyJackson,117,1,1/3/2021,1/3/2023,0,R,NA
476,H,Texas,Randy Weber,twitter,TXRandy14,WeberforTexas,117,1,1/3/2021,1/3/2023,0,R,NA
477,H,Texas,Vicente Gonzalez,twitter,RepGonzalez,VoteVicente,117,1,1/3/2021,1/3/2023,0,D,NA
478,H,Texas,Veronica Escobar,twitter,RepEscobar,vgescobar,117,1,1/3/2021,1/3/2023,0,D,NA
479,H,Texas,Pete Sessions,twitter,PeteSessions,SessionsTX17,117,1,1/3/2021,1/3/2023,0,R,NA
480,H,Texas,Sheila Jackson Lee,twitter,JacksonLeeTX18,sjl4hrc,117,1,1/3/2021,1/3/2023,0,D,NA
481,H,Texas,Jodey Arrington,twitter,RepArrington,JodeyArrington,117,1,1/3/2021,1/3/2023,0,R,NA
482,H,Texas,Joaquin Castro,twitter,JoaquinCastrotx,Castro4Congress,117,1,1/3/2021,1/3/2023,0,D,NA
483,H,Texas,Chip Roy,twitter,chiproytx,RepChipRoy,117,1,1/3/2021,1/3/2023,0,R,NA
484,H,Texas,Troy Nehls,twitter,SheriffTNehls,TroyNehls,117,1,1/3/2021,1/3/2023,0,R,NA
485,H,Texas,Tony Gonzales,twitter,TonyGonzales4TX,RepTonyGonzales,117,1,1/3/2021,1/3/2023,0,R,NA
486,H,Texas,Beth Van Duyne,twitter,Bethvanduyne,RepBethVanDuyne,117,1,1/3/2021,1/3/2023,0,R,NA
487,H,Texas,Roger Williams,twitter,RepRWilliams,RogerWilliamsTX,117,1,1/3/2021,1/3/2023,0,R,NA
488,H,Texas,Michael C Burgess,twitter,michaelcburgess,NA,117,1,1/3/2021,1/3/2023,0,R,NA
489,H,Texas,Michael Cloud,twitter,RepCloudTX,MichaelJCloud,117,1,1/3/2021,1/3/2023,0,R,NA
490,H,Texas,Henry Cuellar,twitter,RepCuellar,CuellarCampaign,117,1,1/3/2021,1/3/2023,0,D,NA
491,H,Texas,Sylvia Garcia,twitter,RepSylviaGarcia,LaCongresista,117,1,1/3/2021,1/3/2023,0,D,NA
492,H,Texas,Eddie Bernice Johnson,twitter,RepEBJ,NA,117,1,1/3/2021,1/3/2023,0,D,NA
493,H,Texas,John Carter,twitter,JudgeCarter,JudgeJohnCarter,117,1,1/3/2021,1/3/2023,0,R,NA
494,H,Texas,Colin Allred,twitter,RepColinAllred,ColinAllredTX,117,1,1/3/2021,1/3/2023,0,D,NA
495,H,Texas,Marc Veasey,twitter,RepVeasey,MarcVeasey,117,1,1/3/2021,1/3/2023,0,D,NA
496,H,Texas,Filemon Vela Jr,twitter,RepFilemonVela,FilemonVela,117,1,1/3/2021,1/3/2023,0,D,NA
497,H,Texas,Lloyd Doggett,twitter,RepLloydDoggett,LloydDoggettTX,117,1,1/3/2021,1/3/2023,0,D,NA
498,H,Texas,Brian Babin,twitter,RepBrianBabin,Babin4Congress,117,1,1/3/2021,1/3/2023,0,R,NA
499,H,Utah,Blake Moore,twitter,RepBlakeMoore,ElectBlakeMoore,117,1,1/3/2021,1/3/2023,0,R,NA
500,H,Utah,Chris Stewart,twitter,RepChrisStewart,StewartforUtah,117,1,1/3/2021,1/3/2023,0,R,NA
501,H,Utah,John Curtis,twitter,RepJohnCurtis,CurtisUT,117,1,1/3/2021,1/3/2023,0,R,NA
502,H,Utah,Burgess Owens,twitter,BurgessOwens,RepBurgessOwens,117,1,1/3/2021,1/3/2023,0,R,NA
503,H,Vermont,Peter Welch,twitter,PeterWelch,WelchForVT,117,1,1/3/2021,1/3/2023,0,D,NA
504,H,Virginia,Rob Wittman,twitter,RobWittman,ReElectWittman,117,1,1/3/2021,1/3/2023,0,R,NA
505,H,Virginia,Elaine Luria,twitter,ElaineLuriaVA,RepElaineLuria,117,1,1/3/2021,1/3/2023,0,D,NA
506,H,Virginia,Bobby Scott,twitter,BobbyScott,BobbyScott4VA3,117,1,1/3/2021,1/3/2023,0,D,NA
507,H,Virginia,Donald McEachin,twitter,RepMcEachin,Donald_McEachin,117,1,1/3/2021,1/3/2023,0,D,NA
508,H,Virginia,Bob Good,twitter,RepBobGood,GoodForCongress,117,1,1/3/2021,1/3/2023,0,R,NA
509,H,Virginia,Ben Cline,twitter,RepBenCline,NA,117,1,1/3/2021,1/3/2023,0,R,NA
510,H,Virginia,Abigail Spanberger,twitter,SpanbergerVA07,RepSpanberger,117,1,1/3/2021,1/3/2023,0,D,NA
511,H,Virginia,Don Beyer,twitter,RepDonBeyer,DonBeyerVA,117,1,1/3/2021,1/3/2023,0,D,NA
512,H,Virginia,Morgan Griffith,twitter,RepMGriffith,MorganGriffith,117,1,1/3/2021,1/3/2023,0,R,NA
513,H,Virginia,Jennifer Wexton,twitter,RepWexton,JenniferWexton,117,1,1/3/2021,1/3/2023,0,D,NA
514,H,Virginia,Gerry Connolly,twitter,GerryConnolly,ElectConnolly,117,1,1/3/2021,1/3/2023,0,D,NA
515,H,Washington,Suzan DelBene,twitter,RepDelBene,SuzanDelBene,117,1,1/3/2021,1/3/2023,0,D,NA
516,H,Washington,Rick Larsen,twitter,RepRickLarsen,larsenrick,117,1,1/3/2021,1/3/2023,0,D,NA
517,H,Washington,Jaime Herrera Beutler,twitter,HerreraBeutler,JaimeForUSRep,117,1,1/3/2021,1/3/2023,0,R,NA
518,H,Washington,Dan Newhouse,twitter,RepNewhouse,Newhouse4Rep,117,1,1/3/2021,1/3/2023,0,R,NA
519,H,Washington,Cathy McMorris Rodgers,twitter,cathymcmorris,TeamCMR,117,1,1/3/2021,1/3/2023,0,R,NA
520,H,Washington,Derek Kilmer,twitter,RepDerekKilmer,DerekKilmer,117,1,1/3/2021,1/3/2023,0,D,NA
521,H,Washington,Pramila Jayapal,twitter,RepJayapal,PramilaJayapal,117,1,1/3/2021,1/3/2023,0,D,NA
522,H,Washington,Kim Schrier,twitter,RepKimSchrier,DrKimSchrier,117,1,1/3/2021,1/3/2023,0,D,NA
523,H,Washington,Adam Smith,twitter,RepAdamSmith,electadamsmith,117,1,1/3/2021,1/3/2023,0,D,NA
524,H,Washington,Marilyn Strickland,twitter,RepStricklandWA,StricklandforWA,117,1,1/3/2021,1/3/2023,0,D,NA
525,H,West Virginia,David McKinley,twitter,RepMcKinley,McKinleyforWV,117,1,1/3/2021,1/3/2023,0,R,NA
526,H,West Virginia,Alex Mooney,twitter,RepAlexMooney,MooneyforWV,117,1,1/3/2021,1/3/2023,0,R,NA
527,H,West Virginia,Carol Miller,twitter,RepCarolMiller,CarolMillerWV,117,1,1/3/2021,1/3/2023,0,R,NA
528,H,Wisconsin,Bryan Steil,twitter,RepBryanSteil,NA,117,1,1/3/2021,1/3/2023,0,R,NA
529,H,Wisconsin,Mark Pocan,twitter,repmarkpocan,MarkPocan,117,1,1/3/2021,1/3/2023,0,D,NA
530,H,Wisconsin,Ron Kind,twitter,RepRonKind,KindforCongress,117,1,1/3/2021,1/3/2023,0,D,NA
531,H,Wisconsin,Gwen Moore,twitter,RepGwenMoore,Gwen4Congress,117,1,1/3/2021,1/3/2023,0,D,NA
532,H,Wisconsin,Scott Fitzgerald,twitter,RepFitzgerald,FitzgeraldForWI,117,1,1/3/2021,1/3/2023,0,R,NA
533,H,Wisconsin,Glenn Grothman,twitter,RepGrothman,GrothmanforWI,117,1,1/3/2021,1/3/2023,0,R,NA
534,H,Wisconsin,Tom Tiffany,twitter,TomTiffanyWI,RepTiffany,117,1,1/3/2021,1/3/2023,0,R,NA
535,H,Wisconsin,Mike Gallagher,twitter,RepGallagher,MikeforWI,117,1,1/3/2021,1/3/2023,0,R,NA
536,H,Wyoming,Liz Cheney,twitter,Liz_Cheney,RepLizCheney,117,1,1/3/2021,1/3/2023,0,R,NA
