,chamber,state,name,platform,handle_1,handle_2,term,complete_term,start_date_term,end_date_term,vacancy_term,party,comment
0,S,Alabama,Tommy Tuberville,twitter,TTuberville,SenTuberville,117,1,1/3/2021,1/3/2023,0,R,NA
1,S,Alabama,Richard Shelby,twitter,SenShelby,NA,117,1,1/3/2021,1/3/2023,0,R,NA
2,S,Alaska,Dan Sullivan,twitter,SenDanSullivan,DanSullivan_AK,117,1,1/3/2021,1/3/2023,0,R,NA
3,S,Alaska,Lisa Murkowski,twitter,lisamurkowski,LisaForSenate,117,1,1/3/2021,1/3/2023,0,R,NA
4,S,Arizona,Kyrsten Sinema,twitter,kyrstensinema,SenatorSinema,117,1,1/3/2021,1/3/2023,0,D,NA
5,S,Arizona,Mark Kelly,twitter,CaptMarkKelly,SenMarkKelly,117,1,1/3/2021,1/3/2023,0,D,NA
6,S,Arkansas,Tom Cotton,twitter,SenTomCotton,TomCottonAR,117,1,1/3/2021,1/3/2023,0,R,NA
7,S,Arkansas,John Boozman,twitter,JohnBoozman,Boozman4AR,117,1,1/3/2021,1/3/2023,0,R,NA
8,S,California,Dianne Feinstein,twitter,SenFeinstein,DianneFeinstein,117,1,1/3/2021,1/3/2023,0,D,NA
9,S,California,Kamala Harris,twitter,KamalaHarris,NA,117,0,1/3/2021,1/18/2021,0,D,https://www.washingtonpost.com/politics/kamala-harris-resigns-senate/2021/01/16/03cd0e90-5869-11eb-a817-e5e7f8a406d6_story.html
10,S,California,Alex Padilla,twitter,AlexPadilla4CA,SenAlexPadilla,117,0,1/20/2021,1/3/2023,0,D,https://www.washingtonpost.com/politics/kamala-harris-resigns-senate/2021/01/16/03cd0e90-5869-11eb-a817-e5e7f8a406d6_story.html
11,S,Colorado,John Hickenlooper,twitter,Hickenlooper,SenatorHick,117,1,1/3/2021,1/3/2023,0,D,NA
12,S,Colorado,Michael Bennet,twitter,SenatorBennet,MichaelBennet,117,1,1/3/2021,1/3/2023,0,D,NA
13,S,Connecticut,Chris Murphy,twitter,ChrisMurphyCT,SenMurphyOffice,117,1,1/3/2021,1/3/2023,0,D,NA
14,S,Connecticut,Richard Blumenthal,twitter,SenBlumenthal,DickBlumenthal,117,1,1/3/2021,1/3/2023,0,D,NA
15,S,Delaware,Tom Carper,twitter,SenatorCarper,TomCarperforDE,117,1,1/3/2021,1/3/2023,0,D,NA
16,S,Delaware,Chris Coons,twitter,ChrisCoons,ChrisCoonsforDE,117,1,1/3/2021,1/3/2023,0,D,NA
17,S,Florida,Rick Scott,twitter,SenRickScott,ScottforFlorida,117,1,1/3/2021,1/3/2023,0,R,NA
18,S,Florida,Marco Rubio,twitter,marcorubio,SenRubioPress,117,1,1/3/2021,1/3/2023,0,R,NA
19,S,Georgia,Jon Ossoff,twitter,ossoff,SenOssoff,117,0,1/20/2021,1/3/2023,0,D,https://www.washingtonpost.com/politics/georgia-certifies-ossoff-warnock-victories-paving-way-for-democratic-control-of-senate/2021/01/19/8b9cf672-5a59-11eb-a976-bad6431e03e2_story.html
20,S,Georgia,Kelly Loeffler,twitter,KLoeffler,SenatorLoeffler,117,0,1/3/2021,1/20/2021,0,R,https://www.washingtonpost.com/politics/georgia-certifies-ossoff-warnock-victories-paving-way-for-democratic-control-of-senate/2021/01/19/8b9cf672-5a59-11eb-a976-bad6431e03e2_story.html
21,S,Georgia,Raphael Warnock,twitter,ReverendWarnock,SenatorWarnock,117,0,1/20/2021,1/3/2023,0,D,https://www.washingtonpost.com/politics/georgia-certifies-ossoff-warnock-victories-paving-way-for-democratic-control-of-senate/2021/01/19/8b9cf672-5a59-11eb-a976-bad6431e03e2_story.html
22,S,Hawaii,Mazie Hirono,twitter,maziehirono,mazieforhawaii,117,1,1/3/2021,1/3/2023,0,D,NA
23,S,Hawaii,Brian Schatz,twitter,brianschatz,SenBrianSchatz,117,1,1/3/2021,1/3/2023,0,D,NA
24,S,Idaho,Jim Risch,twitter,SenatorRisch,Risch4Idaho,117,1,1/3/2021,1/3/2023,0,R,NA
25,S,Idaho,Mike Crapo,twitter,MikeCrapo,crapoforsenate,117,1,1/3/2021,1/3/2023,0,R,NA
26,S,Illinois,Dick Durbin,twitter,SenatorDurbin,DickDurbin,117,1,1/3/2021,1/3/2023,0,D,NA
27,S,Illinois,Tammy Duckworth,twitter,SenDuckworth,TammyDuckworth,117,1,1/3/2021,1/3/2023,0,D,NA
28,S,Indiana,Mike Braun,twitter,SenatorBraun,braun4indiana,117,1,1/3/2021,1/3/2023,0,R,NA
29,S,Indiana,Todd Young,twitter,SenToddYoung,ToddYoungIN,117,1,1/3/2021,1/3/2023,0,R,NA
30,S,Iowa,Joni Ernst,twitter,SenJoniErnst,joniernst,117,1,1/3/2021,1/3/2023,0,R,NA
31,S,Iowa,Chuck Grassley,twitter,ChuckGrassley,GrassleyPress,117,1,1/3/2021,1/3/2023,0,R,NA
32,S,Kansas,Roger Marshall,twitter,RogerMarshallMD,RepMarshall,117,1,1/3/2021,1/3/2023,0,R,NA
33,S,Kansas,Jerry Moran,twitter,JerryMoran,moranforkansas,117,1,1/3/2021,1/3/2023,0,R,NA
34,S,Kentucky,Mitch McConnell,twitter,LeaderMcConnell,McConnellPress,117,1,1/3/2021,1/3/2023,0,R,NA
35,S,Kentucky,Rand Paul,twitter,RandPaul,DrRandPaul,117,1,1/3/2021,1/3/2023,0,R,NA
36,S,Louisiana,Bill Cassidy,twitter,BillCassidy,SenBillCassidy,117,1,1/3/2021,1/3/2023,0,R,NA
37,S,Louisiana,John Kennedy,twitter,SenJohnKennedy,JohnKennedyLA,117,1,1/3/2021,1/3/2023,0,R,NA
38,S,Maine,Angus King,twitter,SenAngusKing,AngusforMaine,117,1,1/3/2021,1/3/2023,0,I,NA
39,S,Maine,Susan Collins,twitter,SenatorCollins,SenSusanCollins,117,1,1/3/2021,1/3/2023,0,R,NA
40,S,Maryland,Ben Cardin,twitter,SenatorCardin,BenCardinforMD,117,1,1/3/2021,1/3/2023,0,D,NA
41,S,Maryland,Chris Van Hollen,twitter,ChrisVanHollen,VanHollenForMD,117,1,1/3/2021,1/3/2023,0,D,NA
42,S,Massachusetts,Elizabeth Warren,twitter,SenWarren,ewarren,117,1,1/3/2021,1/3/2023,0,D,NA
43,S,Massachusetts,Ed Markey,twitter,SenMarkey,EdMarkey,117,1,1/3/2021,1/3/2023,0,D,NA
44,S,Michigan,Debbie Stabenow,twitter,SenStabenow,stabenow,117,1,1/3/2021,1/3/2023,0,D,NA
45,S,Michigan,Gary Peters,twitter,SenGaryPeters,GaryPeters,117,1,1/3/2021,1/3/2023,0,D,NA
46,S,Minnesota,Amy Klobuchar,twitter,amyklobuchar,SenAmyKlobuchar,117,1,1/3/2021,1/3/2023,0,DFL,NA
47,S,Minnesota,Tina Smith,twitter,TinaSmithMN,SenTinaSmith,117,1,1/3/2021,1/3/2023,0,DFL,NA
48,S,Mississippi,Roger Wicker,twitter,SenatorWicker,RogerWicker,117,1,1/3/2021,1/3/2023,0,R,NA
49,S,Mississippi,Cindy HydeSmith,twitter,cindyhydesmith,SenHydeSmith,117,1,1/3/2021,1/3/2023,0,R,NA
50,S,Missouri,Josh Hawley,twitter,HawleyMO,SenHawleyPress,117,1,1/3/2021,1/3/2023,0,R,NA
51,S,Missouri,Roy Blunt,twitter,RoyBlunt,NA,117,1,1/3/2021,1/3/2023,0,R,NA
52,S,Montana,Jon Tester,twitter,SenatorTester,jontester,117,1,1/3/2021,1/3/2023,0,D,NA
53,S,Montana,Steve Daines,twitter,SteveDaines,DainesforMT,117,1,1/3/2021,1/3/2023,0,R,NA
54,S,Nebraska,Deb Fischer,twitter,SenatorFischer,DebFischerNE,117,1,1/3/2021,1/3/2023,0,R,NA
55,S,Nebraska,Ben Sasse,twitter,SenSasse,TeamSasse,117,1,1/3/2021,1/3/2023,0,R,NA
56,S,Nevada,Jacky Rosen,twitter,SenJackyRosen,RosenforNevada,117,1,1/3/2021,1/3/2023,0,D,NA
57,S,Nevada,Catherine Cortez Masto,twitter,SenCortezMasto,CatherineForNV,117,1,1/3/2021,1/3/2023,0,D,NA
58,S,New Hampshire,Jeanne Shaheen,twitter,SenatorShaheen,JeanneShaheen,117,1,1/3/2021,1/3/2023,0,D,NA
59,S,New Hampshire,Maggie Hassan,twitter,SenatorHassan,Maggie_Hassan,117,1,1/3/2021,1/3/2023,0,D,NA
60,S,New Jersey,Bob Menendez,twitter,SenatorMenendez,BobMenendezNJ,117,1,1/3/2021,1/3/2023,0,D,NA
61,S,New Jersey,Cory Booker,twitter,CoryBooker,SenBooker,117,1,1/3/2021,1/3/2023,0,D,NA
62,S,New Mexico,Martin Heinrich,twitter,MartinHeinrich,TeamHeinrich,117,1,1/3/2021,1/3/2023,0,D,NA
63,S,New Mexico,Ben Ray Lujan,twitter,SenatorLujan,benraylujan,117,1,1/3/2021,1/3/2023,0,D,NA
64,S,New York,Kirsten Gillibrand,twitter,SenGillibrand,gillibrandny,117,1,1/3/2021,1/3/2023,0,D,NA
65,S,New York,Chuck Schumer,twitter,SenSchumer,chuckschumer,117,1,1/3/2021,1/3/2023,0,D,NA
66,S,North Carolina,Thom Tillis,twitter,SenThomTillis,ThomTillis,117,1,1/3/2021,1/3/2023,0,R,NA
67,S,North Carolina,Richard Burr,twitter,SenatorBurr,BurrForSenate,117,1,1/3/2021,1/3/2023,0,R,NA
68,S,North Dakota,Kevin Cramer,twitter,SenKevinCramer,kevincramer,117,1,1/3/2021,1/3/2023,0,R,NA
69,S,North Dakota,John Hoeven,twitter,SenJohnHoeven,hoeven4senate,117,1,1/3/2021,1/3/2023,0,R,NA
70,S,Ohio,Sherrod Brown,twitter,SenSherrodBrown,SherrodBrown,117,1,1/3/2021,1/3/2023,0,D,NA
71,S,Ohio,Rob Portman,twitter,senrobportman,robportman,117,1,1/3/2021,1/3/2023,0,R,NA
72,S,Oklahoma,Jim Inhofe,twitter,JimInhofe,InhofePress,117,1,1/3/2021,1/3/2023,0,R,NA
73,S,Oklahoma,James Lankford,twitter,SenatorLankford,jameslankford,117,1,1/3/2021,1/3/2023,0,R,NA
74,S,Oregon,Jeff Merkley,twitter,SenJeffMerkley,JeffMerkley,117,1,1/3/2021,1/3/2023,0,D,NA
75,S,Oregon,Ron Wyden,twitter,RonWyden,WydenPress,117,1,1/3/2021,1/3/2023,0,D,NA
76,S,Pennsylvania,Bob Casey Jr,twitter,SenBobCasey,Bob_Casey,117,1,1/3/2021,1/3/2023,0,D,NA
77,S,Pennsylvania,Pat Toomey,twitter,SenToomey,PatToomey,117,1,1/3/2021,1/3/2023,0,R,NA
78,S,Rhode Island,Sheldon Whitehouse,twitter,SenWhitehouse,SheldonforRI,117,1,1/3/2021,1/3/2023,0,D,NA
79,S,Rhode Island,Jack Reed,twitter,SenJackReed,jackreed2020,117,1,1/3/2021,1/3/2023,0,D,NA
80,S,South Carolina,Lindsey Graham,twitter,LindseyGrahamSC,GrahamBlog,117,1,1/3/2021,1/3/2023,0,R,NA
81,S,South Carolina,Tim Scott,twitter,SenatorTimScott,votetimscott,117,1,1/3/2021,1/3/2023,0,R,NA
82,S,South Dakota,Mike Rounds,twitter,SenatorRounds,RoundsforSenate,117,1,1/3/2021,1/3/2023,0,R,NA
83,S,South Dakota,John Thune,twitter,SenJohnThune,johnthune,117,1,1/3/2021,1/3/2023,0,R,NA
84,S,Tennessee,Marsha Blackburn,twitter,MarshaBlackburn,VoteMarsha,117,1,1/3/2021,1/3/2023,0,R,NA
85,S,Tennessee,Bill Hagerty,twitter,BillHagertyTN,SenatorHagerty,117,1,1/3/2021,1/3/2023,0,R,NA
86,S,Texas,Ted Cruz,twitter,tedcruz,SenTedCruz,117,1,1/3/2021,1/3/2023,0,R,NA
87,S,Texas,John Cornyn,twitter,JohnCornyn,TeamCornyn,117,1,1/3/2021,1/3/2023,0,R,NA
88,S,Utah,Mitt Romney,twitter,MittRomney,SenatorRomney,117,1,1/3/2021,1/3/2023,0,R,NA
89,S,Utah,Mike Lee,twitter,SenMikeLee,MikeLeeforUtah,117,1,1/3/2021,1/3/2023,0,R,NA
90,S,Vermont,Bernie Sanders,twitter,BernieSanders,SenSanders,117,1,1/3/2021,1/3/2023,0,I,NA
91,S,Vermont,Patrick Leahy,twitter,SenatorLeahy,PatrickLeahy,117,1,1/3/2021,1/3/2023,0,D,NA
92,S,Virginia,Tim Kaine,twitter,timkaine,NA,117,1,1/3/2021,1/3/2023,0,D,NA
93,S,Virginia,Mark Warner,twitter,MarkWarner,MarkWarnerVA,117,1,1/3/2021,1/3/2023,0,D,NA
94,S,Washington,Maria Cantwell,twitter,SenatorCantwell,MariaCantwell,117,1,1/3/2021,1/3/2023,0,D,NA
95,S,Washington,Patty Murray,twitter,PattyMurray,MurrayCampaign,117,1,1/3/2021,1/3/2023,0,D,NA
96,S,West Virginia,Joe Manchin,twitter,Sen_JoeManchin,JoeManchinWV,117,1,1/3/2021,1/3/2023,0,D,NA
97,S,West Virginia,Shelley Moore Capito,twitter,SenCapito,CapitoforWV,117,1,1/3/2021,1/3/2023,0,R,NA
98,S,Wisconsin,Tammy Baldwin,twitter,SenatorBaldwin,tammybaldwin,117,1,1/3/2021,1/3/2023,0,D,NA
99,S,Wisconsin,Ron Johnson,twitter,SenRonJohnson,RonJohnsonWI,117,1,1/3/2021,1/3/2023,0,R,NA
100,S,Wyoming,John Barrasso,twitter,SenJohnBarrasso,barrassoforwyo,117,1,1/3/2021,1/3/2023,0,R,NA
101,S,Wyoming,Cynthia Lummis,twitter,SenLummis,CynthiaMLummis,117,1,1/3/2021,1/3/2023,0,R,NA
102,H,Alabama,Jerry Carl,twitter,CarlForAlabama,RepJerryCarl,117,1,1/3/2021,1/3/2023,0,R,NA
103,H,Alabama,Barry Moore,twitter,RepBarryMoore,NA,117,1,1/3/2021,1/3/2023,0,R,NA
104,H,Alabama,Mike Rogers,twitter,RepMikeRogersAL,MikeRogersCamp,117,1,1/3/2021,1/3/2023,0,R,NA
105,H,Alabama,Robert Aderholt,twitter,Robert_Aderholt,NA,117,1,1/3/2021,1/3/2023,0,R,NA
106,H,Alabama,Mo Brooks,twitter,RepMoBrooks,mobrooksforsen,117,1,1/3/2021,1/3/2023,0,R,NA
107,H,Alabama,Gary Palmer,twitter,USRepGaryPalmer,Palmer4Alabama,117,1,1/3/2021,1/3/2023,0,R,NA
108,H,Alabama,Terri Sewell,twitter,RepTerriSewell,Sewell4Congress,117,1,1/3/2021,1/3/2023,0,D,NA
109,H,Alaska,Don Young,twitter,repdonyoung,DonYoungAK,117,1,1/3/2021,1/3/2023,0,R,NA
110,H,Arizona,Tom OHalleran,twitter,RepOHalleran,TomOHalleran,117,1,1/3/2021,1/3/2023,0,D,NA
111,H,Arizona,Ann Kirkpatrick,twitter,Ann_Kirkpatrick,RepKirkpatrick,117,1,1/3/2021,1/3/2023,0,D,NA
112,H,Arizona,Raul Grijalva,twitter,RepRaulGrijalva,standwithraul,117,1,1/3/2021,1/3/2023,0,D,NA
113,H,Arizona,Paul Gosar,twitter,RepGosar,DrPaulGosar,117,1,1/3/2021,1/3/2023,0,R,NA
114,H,Arizona,Andy Biggs,twitter,RepAndyBiggsAZ,andybiggs4az,117,1,1/3/2021,1/3/2023,0,R,NA
115,H,Arizona,David Schweikert,twitter,RepDavid,DavidSchweikert,117,1,1/3/2021,1/3/2023,0,R,NA
116,H,Arizona,Ruben Gallego,twitter,RubenGallego,NA,117,1,1/3/2021,1/3/2023,0,D,NA
117,H,Arizona,Debbie Lesko,twitter,RepDLesko,DebbieLesko,117,1,1/3/2021,1/3/2023,0,R,NA
118,H,Arizona,Greg Stanton,twitter,gregstantonaz,RepGregStanton,117,1,1/3/2021,1/3/2023,0,D,NA
119,H,Arkansas,Rick Crawford,twitter,RepRickCrawford,Crawford4Cong,117,1,1/3/2021,1/3/2023,0,R,NA
120,H,Arkansas,French Hill,twitter,RepFrenchHill,ElectFrench,117,1,1/3/2021,1/3/2023,0,R,NA
121,H,Arkansas,Steve Womack,twitter,rep_stevewomack,womack4congress,117,1,1/3/2021,1/3/2023,0,R,NA
122,H,Arkansas,Bruce Westerman,twitter,RepWesterman,WestermanAR,117,1,1/3/2021,1/3/2023,0,R,NA
123,H,California,Doug LaMalfa,twitter,RepLaMalfa,DougLaMalfa,117,1,1/3/2021,1/3/2023,0,R,NA
124,H,California,Jared Huffman,twitter,RepHuffman,JaredHuffman,117,1,1/3/2021,1/3/2023,0,D,NA
125,H,California,John Garamendi,twitter,RepGaramendi,JohnGaramendi,117,1,1/3/2021,1/3/2023,0,D,NA
126,H,California,Tom McClintock,twitter,RepMcClintock,tommcclintock,117,1,1/3/2021,1/3/2023,0,R,NA
127,H,California,Mike Thompson,twitter,RepThompson,ThompsonToons,117,1,1/3/2021,1/3/2023,0,D,NA
128,H,California,Doris Matsui,twitter,DorisMatsui,Matsui4Congress,117,1,1/3/2021,1/3/2023,0,D,NA
129,H,California,Ami Bera,twitter,RepBera,BeraForCongress,117,1,1/3/2021,1/3/2023,0,D,NA
